mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,spec_centroid_mean,spec_centroid_std,spec_rolloff_mean,spec_rolloff_std,spec_bandwidth_mean,spec_bandwidth_std,zcr_mean,zcr_std,chroma_0_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,pitch_mean,pitch_std,rms_mean,rms_std,spec_contrast_mean,spec_contrast_std,duration,tempo,spec_flatness_mean,file_name,label,category
-362.55295,96.74769,52.133026,94.16527,8.294311,46.579945,15.593236,55.80143,-1.9212642,34.7019,-18.74826,47.871933,-25.014736,34.983665,-13.664492,26.059536,-13.894826,23.240149,-13.574071,19.327887,-3.715487,21.85375,-4.662918,11.559396,-3.6400592,10.789405,1636.5673584863484,1539.149387136067,2560.401119402985,2036.5917948033004,925.4749093328993,511.76987068955174,0.1479054920708955,0.16525119313706108,0.1921634,0.18437883,0.17721942,0.15548277,0.23656408,0.2249147,0.34073818,0.36676526,0.21224454,0.3666158,0.4365485,0.23934817,2214.0315,1361.866,0.11583543,0.088877305,26.70202128128766,11.973779659153768,2.112,36.76470588235294,0.020651784,OAF_keg_sad.wav,1,depressed
-375.45422,101.23686,39.01675,92.67345,9.172959,56.822098,9.219399,56.368954,7.1091084,45.95699,-2.7235298,48.5979,-18.424461,29.632969,-10.393739,29.631678,-11.3693495,19.861805,-14.604575,16.845522,-4.0613585,18.579483,-3.66518,12.508074,1.2934036,9.369084,1726.4174895826789,1647.6300792849672,2504.0713028169016,2100.4247630209875,923.248017163773,532.6726893018473,0.1634641835387324,0.1800982086847267,0.22007865,0.22546376,0.19680883,0.28309482,0.2618127,0.40402928,0.4024622,0.24837685,0.2212461,0.3107931,0.2450089,0.16640756,2136.9204,1259.7352,0.10222797,0.095204234,26.684438253880828,12.353556008241515,2.24,36.76470588235294,0.0044226535,OAF_kick_sad.wav,1,depressed
-369.85428,102.432434,50.856224,97.02276,14.1822815,46.824413,14.967169,58.852757,0.7422721,36.8953,-6.2455974,37.65677,-20.87523,33.866062,-13.654549,28.166487,-8.438873,24.763107,-11.51995,17.74231,-4.2628193,17.924713,-5.586853,11.44954,0.5140071,11.396027,1561.2888407365078,1560.1519210236547,2499.3248456790125,2113.6349579519265,950.0461337584424,622.7016018799654,0.1377857349537037,0.17902389921870715,0.25889796,0.19196662,0.16999301,0.22978385,0.3009543,0.41352138,0.39352062,0.31315997,0.3047407,0.2824386,0.29430196,0.2777329,2244.7937,1358.6074,0.10059278,0.081535436,26.202241592693692,11.755848508517603,2.56,36.05769230769231,0.02706863,OAF_kill_sad.wav,1,depressed
-394.14575,105.23678,48.61233,82.096695,16.001698,48.545033,12.286409,58.962975,-1.6728486,42.792324,-7.2527485,51.399063,-13.718846,42.628155,-7.8474283,30.06401,-9.35653,26.807604,-12.673467,21.83881,-7.984024,17.200026,-5.023646,14.616287,-4.6006284,9.27702,1356.9857342721155,1291.7581220611996,2123.3723958333335,1986.3757895976605,1011.4580391551021,673.2719190844392,0.1119656032986111,0.11771288159365657,0.1825344,0.1705323,0.1798562,0.31996503,0.32305098,0.42925596,0.31641287,0.26323032,0.3594111,0.3226096,0.20446521,0.17494231,2015.3623,1381.564,0.07685796,0.07351619,26.157507635144807,12.037663750589772,2.272,37.5,0.03344653,OAF_king_sad.wav,1,depressed
-435.0703,117.76275,59.596558,103.2723,12.538933,47.135117,13.8547,43.770195,10.63237,38.544556,-4.065261,50.54572,-20.795248,33.322792,-15.100467,26.889767,-10.012074,28.61254,-8.537016,24.038652,-4.08842,15.821026,-3.4386535,10.271807,-1.2534443,14.831789,1307.2820695611963,1424.869926441005,2175.48828125,2072.7877831448322,967.7350331576266,632.8222446576932,0.1078125,0.1457006909369094,0.2670118,0.22923736,0.22172356,0.2152787,0.23882303,0.35205692,0.292813,0.28152984,0.33014965,0.3591391,0.22394113,0.20684262,1339.1666,1227.2788,0.06543348,0.06495677,25.1126400949382,10.978992821673385,2.5526875,312.5,0.06659851,OAF_kite_sad.wav,1,depressed
-435.18945,99.756836,74.148735,123.222694,18.933868,47.40315,7.9708304,47.778522,5.1482043,48.973637,-0.82292897,43.093506,-16.751297,43.40251,-22.154871,25.658287,-12.660337,26.38656,-7.773974,20.937138,-6.6423116,23.818535,-6.620757,13.79875,-3.0571039,16.756165,1293.124276215464,1497.7912346154728,1961.2630208333333,1996.3449086645467,790.1376526985013,449.40708118939716,0.1181979709201389,0.16390423132115028,0.193877,0.21251957,0.22709581,0.3369101,0.40855646,0.36901867,0.30694157,0.24560674,0.35911968,0.3682933,0.20515627,0.23837906,1435.6588,1275.682,0.062498942,0.06896396,26.495811764943067,11.370695584999531,2.272,37.5,0.0005034782,OAF_knock_sad.wav,1,depressed
-374.28546,114.182236,45.33787,86.53693,8.181138,49.611828,6.635261,42.129948,4.321896,27.322464,-8.470518,37.91435,-22.741837,27.192617,-19.961061,28.853138,-12.299713,21.356943,-10.735449,23.37068,-4.22247,12.840702,-4.523077,9.450805,-0.37920105,13.720266,1464.3350149850025,1449.2957964628283,2320.8869485294117,1956.5146671370958,1005.6763445859673,574.5465181349169,0.12778607536764705,0.15802836817508747,0.26784688,0.22376242,0.18294379,0.23636141,0.25873628,0.4263921,0.308163,0.20349926,0.33025482,0.39000395,0.24346338,0.20080595,1729.6531,1426.3374,0.09155584,0.08595274,26.495829416973596,11.332725240476577,2.144,36.76470588235294,0.0032848243,OAF_late_sad.wav,1,depressed
-383.7651,108.08336,73.98148,109.862045,21.439436,39.784958,7.4773088,50.69058,-0.07017571,46.41432,-6.418576,39.58962,-19.704483,41.855442,-19.947027,26.071018,-18.89559,26.327784,-9.386549,22.252209,-8.819142,17.448126,-7.5867844,14.066803,-2.4663095,12.361183,1087.5698942015147,1287.6995999640037,1626.4304577464789,1779.85437562513,785.5496268137776,419.3775994828503,0.09167996258802817,0.12965806101722555,0.17907865,0.24947706,0.23682487,0.17895631,0.15586682,0.27256113,0.4801607,0.31408846,0.30410364,0.27659297,0.21008469,0.19031861,1408.659,1281.1434,0.100459754,0.08813512,28.069381052012353,11.645836670993768,2.2638125,234.375,0.0006089108,OAF_laud_sad.wav,1,depressed
-384.7749,100.222984,50.54825,75.989136,19.446442,45.954845,12.100329,42.304234,7.936548,29.232317,-4.0457673,36.333214,-16.232584,26.20931,-15.284055,23.701479,-11.874337,21.245441,-12.938053,16.703707,-6.692718,16.416422,-7.5980916,15.070984,0.1537569,10.430713,1336.8811433486442,1403.396609381022,2095.439189189189,1981.7627144260678,959.0608404230832,596.8761802030975,0.13065482474662163,0.15217577913967112,0.11599385,0.20481281,0.22511104,0.1981756,0.18683486,0.20356554,0.38388187,0.26965904,0.17672808,0.21114965,0.24698484,0.13941133,1627.5568,1413.9376,0.07593015,0.08756883,27.064556134637147,10.770061191381371,2.336,117.1875,0.0027793117,OAF_lean_sad.wav,1,depressed
-356.21942,91.35223,58.712402,134.72925,20.518515,43.701424,0.7448301,48.257725,1.912336,39.405247,-5.801469,49.52716,-21.311085,25.947567,-24.53868,26.774937,-18.14719,20.62067,-7.529603,17.425709,-9.182655,16.565594,-6.6656504,14.256763,-0.6581356,8.369109,1498.9166216019416,1681.4906233658262,2275.2322635135133,2160.85231644362,798.653681514216,493.6935107720034,0.14359427787162163,0.19155845346103267,0.16926584,0.20855832,0.23880811,0.24426898,0.2630389,0.32863715,0.26026276,0.13385653,0.12372091,0.29499143,0.25164366,0.17358473,1522.5973,1331.6086,0.12559378,0.07853765,26.570410924305374,12.051344500426824,2.336,117.1875,0.0018300388,OAF_learn_sad.wav,1,depressed
-383.2069,65.5665,36.31887,85.08573,23.752245,47.576984,13.132163,43.833794,7.721027,33.848278,3.155664,45.39144,-17.029947,26.322914,-16.665354,26.016453,-11.295472,30.20244,-12.525341,12.958053,-0.29172438,14.287451,-4.396939,13.359151,1.5552285,12.709068,1663.0345968803642,1736.9039838897327,2382.71233974359,2152.590135069222,864.8937974617659,462.48081614318494,0.1658027844551282,0.19505555435821817,0.21699971,0.20357239,0.21583591,0.2529404,0.25139165,0.3663045,0.23574452,0.124722496,0.058843624,0.19959396,0.2275196,0.11694019,1941.3275,1518.446,0.0783764,0.08339873,27.532556645624968,10.867302203797594,2.464,110.29411764705883,0.0011782628,OAF_lease_sad.wav,1,depressed
-345.53,99.73188,52.96635,101.75041,19.83057,52.80042,9.64006,36.920174,5.1656265,32.71505,-7.1676493,42.960808,-21.58652,25.42195,-18.857365,22.924202,-12.92003,23.45557,-13.034051,14.519013,-7.290604,14.771993,-5.5163774,11.593673,1.9742652,11.697563,1278.005777591953,1600.7734671268506,1952.719155844156,2122.572835625397,818.4670324341729,519.6680832810833,0.12373173701298701,0.17706046958621166,0.15009002,0.15840366,0.22644122,0.2467201,0.25765038,0.29116505,0.34590253,0.2542863,0.19526833,0.33005488,0.3788955,0.25414035,1763.2307,1562.6241,0.15354638,0.09901606,26.840125640302727,11.053875941326428,2.46275,31.25,0.0008403892,OAF_lid_sad.wav,1,depressed
-365.90744,106.42906,56.554855,100.58333,15.497404,45.146263,5.491199,49.13089,2.6850712,38.71447,-8.896029,40.48478,-18.217669,31.79085,-16.88409,27.11261,-11.968293,27.731218,-11.6532545,23.88824,-4.2876544,17.230673,-3.6449459,14.367264,-0.4294548,12.707256,1277.9811886362384,1483.7446332730935,2050.78125,2115.8852933925014,890.4889177186478,595.3815908514706,0.10295848357371795,0.15984605446247688,0.23648594,0.29568174,0.3160723,0.28748628,0.2607041,0.37404123,0.34957767,0.29827613,0.38299057,0.3803285,0.2896666,0.22947194,1530.0887,1356.8789,0.119990125,0.08903047,26.986104693602602,11.942035264073455,2.469,36.76470588235294,0.03389963,OAF_life_sad.wav,1,depressed
-348.11023,115.242546,83.71236,66.01758,13.61577,44.95838,2.4592836,39.93105,6.849742,30.798033,-6.4098268,47.306797,-19.18943,39.709286,-21.525215,32.72963,-18.813725,23.981789,-12.668474,19.812746,-12.7241535,14.579506,-11.296777,17.467173,-0.5577742,11.919161,1140.7513236824543,964.5000546994029,2442.87109375,2346.5843355933584,1168.2255781179142,861.3930158077158,0.07437896728515625,0.0499027300472574,0.29321745,0.13368137,0.1220534,0.14327766,0.15945911,0.18682571,0.24321862,0.38868982,0.24652813,0.17904143,0.2235088,0.3492794,876.844,736.9056,0.12999892,0.09220258,28.651772712568516,10.438201748296589,2.016,125.0,0.0009853117,OAF_limb_sad.wav,1,depressed
-340.54404,93.157684,64.75662,121.54577,21.118649,50.93659,8.454744,39.969078,8.6805315,29.847435,-2.8347728,43.899868,-22.495672,29.493383,-22.640184,28.433338,-12.971367,22.127531,-10.817782,18.436274,-7.0688515,17.09853,-3.0030675,14.675626,3.8243332,13.7213545,1384.9430727914578,1726.7889068007257,2146.8098958333335,2233.9853037312164,769.9622288231407,444.78320996273106,0.13734944661458334,0.1929158380169988,0.1488255,0.13591804,0.19564264,0.23598205,0.3869274,0.3492954,0.21113022,0.1086659,0.1409327,0.30090147,0.27727687,0.17507972,1453.8812,1407.9833,0.15237314,0.10590927,26.49351647008704,11.402899292437716,2.272,38.265306122448976,0.0017589163,OAF_live_sad.wav,1,depressed
-361.95047,88.228905,68.76126,101.060234,22.394506,48.039288,5.3793797,42.807636,0.18121319,40.960728,-10.040361,34.70547,-21.430687,37.97674,-14.8546715,28.24754,-10.989705,24.153849,-9.122097,18.739092,-8.096999,16.280264,-0.9145864,12.169567,-1.3727895,10.371888,1126.6245798681075,1460.1579835010125,1700.892857142857,1941.429209106244,803.0913037646126,530.5767790766694,0.10487900771103896,0.16112128891297603,0.2141255,0.19168718,0.18377008,0.2208056,0.27885455,0.2882336,0.36926877,0.2615883,0.25500175,0.45238575,0.46933162,0.28413114,1734.2509,1461.3323,0.14524731,0.09318503,27.511797500634025,11.404958908779452,2.432,117.1875,0.001450736,OAF_loaf_sad.wav,1,depressed
-390.23608,104.62327,58.038437,116.567085,19.522007,46.956257,2.254003,50.976585,-1.1842872,44.9817,-3.8217201,40.04007,-13.817049,28.670698,-14.787919,20.355171,-11.873184,22.169117,-13.544553,16.98719,-4.0137277,15.897082,-1.9677087,13.503762,1.1409935,10.938165,1340.3410803028476,1482.026319290961,1930.0830696202531,1968.634582404494,766.7562068714748,475.02542687392247,0.13435151305379747,0.16414066246060546,0.20965339,0.21961133,0.2186971,0.23167405,0.2950443,0.4039142,0.25726315,0.11840507,0.15626943,0.30068806,0.2374992,0.23644431,1490.6652,1317.4766,0.08474367,0.08590428,26.888491558069557,11.63585544771531,2.496,117.1875,0.0012829504,OAF_long_sad.wav,1,depressed
-356.1392,89.732994,72.16009,100.55919,20.490398,42.487087,7.830178,47.925102,2.3824172,40.352787,-8.439743,43.712326,-17.528097,31.618298,-20.181446,24.940668,-16.609392,19.434782,-11.527259,17.945683,-10.117763,15.994124,-7.359264,11.773702,-0.80402607,12.963203,1126.8320744087066,1439.382654427808,1819.777397260274,1900.0732974378586,726.073439395002,494.83151177238614,0.10057255993150685,0.1542906723530545,0.13794889,0.10173729,0.11833186,0.16623798,0.28071344,0.3824402,0.32102993,0.16422752,0.25304496,0.3226209,0.3450904,0.24015264,1632.1454,1473.4412,0.14342827,0.089919284,28.625805377117207,11.935948177039824,2.304,104.16666666666667,0.0019984848,OAF_lore_sad.wav,1,depressed
-382.9724,80.8774,50.050983,94.41261,19.113302,50.850002,5.0474944,40.787754,4.029892,28.65053,-0.013773782,44.968452,-14.177495,33.561165,-21.291077,25.970028,-13.704949,25.647707,-13.571105,20.558037,-6.6010556,11.720157,-1.4903946,12.24022,1.6065508,13.56215,1345.5017387297185,1560.5966697628503,2014.4074675324675,2005.0682412453118,832.824215094788,450.3071855070625,0.13054230925324675,0.1700988434063054,0.23799923,0.17764364,0.25553292,0.26031458,0.27820024,0.47220185,0.30983904,0.1690223,0.23748408,0.25339293,0.15491869,0.117826596,1070.7682,1123.8949,0.08143356,0.07149782,28.20916274405364,10.820980477125197,2.444875,117.1875,0.0006685367,OAF_lose_sad.wav,1,depressed
-435.60233,102.23978,76.81026,129.18962,28.954077,55.482136,13.781518,59.225956,4.2320304,45.40203,2.5062518,45.315426,-10.268612,40.53868,-14.373347,25.596668,-12.197463,30.817831,-3.6517828,22.390675,-6.3012013,18.434393,-2.7017603,14.325345,0.561771,13.166834,1550.4454367009441,1639.3533542875523,2481.7708333333335,2287.7383835844134,987.311725585715,642.4664516900135,0.14421824919871795,0.18581982467275654,0.15820783,0.1632943,0.20325713,0.34728667,0.3698649,0.34807283,0.23786865,0.19442989,0.32130337,0.45827767,0.34801722,0.23531175,1736.4373,1396.9119,0.08284349,0.07260821,26.43801517834444,11.118715629275028,2.464,56.81818181818182,0.0025764015,OAF_lot_sad.wav,1,depressed
-418.86798,109.757,80.23271,110.10112,20.501957,44.980103,-2.7102501,42.638496,-0.5957506,42.000122,-0.6921225,34.56138,-14.636212,39.716774,-17.687662,26.179296,-16.352337,26.28805,-9.068666,25.408777,-9.799341,21.01037,-6.282732,11.886324,0.39633325,10.639416,1216.2201282243384,1472.5355545356208,1887.1875,2005.9438207435337,825.0020421157153,489.237591540619,0.11296875,0.15517748443776336,0.15895014,0.17517154,0.27890214,0.29623058,0.29632974,0.3333235,0.2844544,0.21848631,0.12345998,0.138296,0.303162,0.28880945,1340.921,1264.3564,0.07933149,0.07532968,25.84686152005106,10.670892483509352,2.368,37.5,0.0023454488,OAF_love_sad.wav,1,depressed
-363.0421,85.21176,63.522545,97.02459,17.250576,45.518974,0.14990027,42.49362,2.7490156,37.91318,-10.371103,47.763832,-22.732237,37.842358,-20.503576,25.303455,-13.602719,23.312847,-14.583648,18.763182,-9.612786,16.175373,-7.4099865,8.459992,2.335093,12.215271,1315.8301193630389,1516.754270229623,1949.21875,1980.8285983285887,886.495303079427,522.1214427846672,0.12055034022177419,0.15784172985886366,0.08986376,0.08522552,0.19143596,0.20621577,0.185791,0.2217583,0.356786,0.25088823,0.18228313,0.30972946,0.27726087,0.13979883,1109.0742,1049.3833,0.10915319,0.07592712,28.876722218598115,11.868521603822822,1.952,39.0625,0.001255024,OAF_luck_sad.wav,1,depressed
-356.657,95.805336,53.18375,91.518036,16.18146,44.448963,12.446205,46.70256,3.8536444,29.393332,-14.100764,41.536114,-20.06124,26.208546,-15.760018,22.214558,-13.563258,23.329844,-15.345811,14.726873,-9.189513,16.641525,-6.508372,11.485099,1.1030289,10.298965,1403.4637333927865,1483.5980924011858,2234.9494485294117,2050.163516984944,958.1778484279073,506.3425209537352,0.1241455078125,0.158252038091427,0.18294337,0.16557829,0.20167665,0.21068633,0.24208534,0.3215368,0.3406755,0.22728409,0.14675415,0.2440785,0.2941064,0.19796461,1430.6631,1281.9508,0.11527877,0.11020391,26.8537623757229,11.246299536873945,2.144,37.5,0.0069866762,OAF_make_sad.wav,1,depressed
-341.92648,96.936104,63.558,123.72586,16.428417,54.196472,10.246558,49.26177,7.2357254,37.609863,-5.3805194,37.33209,-16.688766,37.750214,-19.995438,27.594812,-8.25333,20.894287,-8.806928,21.909124,-8.61069,16.04512,-6.0737095,10.820751,2.027801,10.446355,1503.5648679724056,1661.9430698868946,2206.650152439024,2080.07225284691,791.2965823206114,503.9129782020036,0.1494557450457317,0.18994900173897986,0.17218868,0.14541663,0.22234717,0.34277678,0.32256356,0.3317734,0.23408397,0.19259381,0.28680074,0.33593997,0.223485,0.15661003,1777.574,1304.0714,0.14252666,0.09391675,26.507402309044636,13.255945910126863,2.592,38.265306122448976,0.0009609059,OAF_match_sad.wav,1,depressed
-359.37466,93.9172,69.55033,96.46908,13.665115,39.766052,2.7856998,45.23709,9.830947,36.012283,-4.413606,47.338478,-23.21772,33.06843,-26.720457,31.873152,-15.037365,24.267138,-10.641527,25.425173,-6.8671527,19.459227,-5.1131787,9.316985,0.94211364,11.654568,1353.5895387116407,1368.6033958259238,2197.1875,1845.1371194530052,1003.9951547466233,589.3833251798532,0.12015625,0.1491206516208519,0.11817961,0.118739955,0.13528594,0.2154067,0.22158706,0.3577881,0.36154145,0.19797315,0.1935075,0.33494803,0.24347784,0.1027235,1180.1852,1023.4345,0.10483353,0.07524678,29.121077143780308,12.164266478347256,2.368,98.6842105263158,0.0018098209,OAF_merge_sad.wav,1,depressed
-346.1177,96.81379,53.423206,113.962524,17.78934,52.75381,7.969094,43.020706,2.535537,33.582325,-6.939003,51.906235,-23.690218,27.563448,-17.871796,33.902588,-8.266496,25.381468,-13.073496,18.798576,-6.710447,16.33883,-7.1018596,11.114227,3.3332944,11.704712,1615.5471999531946,1755.4104088583604,2380.275974025974,2232.3127010722246,887.0744821768683,577.9122155386881,0.14363712459415584,0.1937328540804382,0.18246645,0.16425538,0.17428659,0.13314131,0.16742055,0.34669697,0.32308027,0.19380087,0.17751434,0.32812223,0.22072299,0.12760353,1438.3757,1410.4088,0.13097993,0.08444248,27.24451874008606,11.98223866713124,2.432,104.16666666666667,0.000940154,OAF_mess_sad.wav,1,depressed
-358.64963,104.37467,70.20843,97.69256,14.103906,44.393726,2.3648791,36.535236,3.5428243,27.257019,-10.197797,35.32094,-24.176178,26.608967,-19.15653,28.301167,-13.0209055,20.855347,-11.661243,25.490782,-12.620602,15.18539,-7.505145,9.799949,-3.2295523,13.427195,1212.3495118916023,1439.0340339915015,1889.0861742424242,1969.8808810932283,874.8429421600176,507.52309524548394,0.10988547585227272,0.15724508980741872,0.15638445,0.10729399,0.13398863,0.17699541,0.25370204,0.32670486,0.42194492,0.2694934,0.17798318,0.17256095,0.24676092,0.2465389,1485.8474,1373.2051,0.1062744,0.07665001,26.567612285132277,10.81133703946731,2.08,117.1875,0.002333368,OAF_met_sad.wav,1,depressed
-372.02982,108.185074,65.734406,96.26615,18.692696,42.65035,9.828137,36.754265,7.2063155,40.697266,-8.056001,45.056824,-13.749137,37.139973,-24.188065,32.545914,-13.100246,25.871914,-6.44063,25.273384,-8.851231,16.009542,-4.701076,13.211956,-0.28373376,10.836244,1285.8726515666976,1393.5711333053223,2089.1203703703704,2127.2390908116145,1014.2094091438943,737.750199665786,0.10261742862654322,0.1436389843902676,0.23446834,0.23867303,0.23780882,0.26697984,0.31186557,0.3293252,0.4007424,0.3010816,0.18270408,0.22592366,0.38876402,0.28452125,1378.264,1305.7181,0.12727235,0.091677144,27.96627902998562,11.571777361089106,2.56,110.29411764705883,0.004793826,OAF_mill_sad.wav,1,depressed
-345.61728,85.48099,65.19565,110.47989,23.860275,39.489754,5.063139,46.3317,-0.43457636,42.36865,-8.767532,46.439545,-17.468252,36.329746,-22.564764,26.951231,-16.5866,23.981895,-13.03793,14.853443,-6.551693,17.598057,-4.026477,11.041243,0.8949278,12.02952,1276.1431757132455,1478.7410457406488,1967.2916666666667,1990.4425337182488,817.2774124574934,557.4933283648314,0.12343098958333333,0.16070894560377072,0.18672717,0.16208334,0.19710526,0.18316154,0.1946842,0.33230722,0.36300838,0.23342659,0.14448285,0.23997433,0.26745632,0.20586914,1539.0242,1409.9952,0.13145128,0.09674645,29.267162023391684,11.593444295862168,2.3795625,117.1875,0.0010731209,OAF_mob_sad.wav,1,depressed
-355.49124,108.142715,86.75194,88.502266,28.576649,52.953472,9.769783,38.62843,4.1192584,39.589203,-5.295616,41.85881,-13.268737,33.97323,-13.942311,28.26421,-11.074149,21.618155,-12.767318,20.110563,-10.745037,19.530935,-5.250786,10.856302,-1.4600505,7.0764103,1237.9077945285762,1071.4305867534072,2398.324275362319,2210.3985141350045,1105.5522124818576,818.4161223287833,0.07957569067028986,0.05372489390523142,0.1914864,0.17780654,0.13676783,0.12390911,0.17684451,0.33484167,0.34705794,0.27810907,0.24840885,0.31077355,0.42492002,0.28777388,1033.9559,1010.6531,0.124192365,0.09188282,27.739567543662428,11.600696864082325,2.176,110.29411764705883,0.0059424336,OAF_mode_sad.wav,1,depressed
-371.68655,87.862595,49.502457,90.54099,20.493513,48.803802,7.807556,39.032494,6.880522,33.073864,-2.0320554,36.325993,-15.987688,32.63115,-19.62701,29.584293,-11.073478,20.828663,-13.571255,19.22399,-8.577025,13.682998,-2.7181764,11.25352,4.3082576,12.842336,1359.3136462562554,1583.2110392231452,2161.8150684931506,2164.888363109251,832.5802861161166,588.0243775641768,0.1306453339041096,0.17746855405344594,0.20447366,0.17758693,0.20845108,0.22984706,0.2036795,0.36582702,0.31771797,0.20010436,0.17802492,0.21895202,0.24135354,0.11153949,1355.7152,1304.0858,0.086694464,0.08053647,28.63081943585069,12.057337934415926,2.332875,234.375,0.001464613,OAF_mood_sad.wav,1,depressed
-356.5657,83.98506,76.80345,110.54779,25.959639,54.676624,9.168075,48.69349,0.07439916,38.307762,-1.9089383,42.31596,-13.337707,34.55664,-17.197338,29.057074,-13.774512,27.847504,-16.473644,23.481407,-13.013162,15.528705,-7.529851,10.941213,0.38078216,10.510393,1176.0074243276517,1528.310130365697,1799.411525974026,2047.789277924051,715.0473559376566,471.21479590357245,0.11428317775974026,0.17007423324840568,0.27001473,0.2232599,0.23535007,0.21036242,0.24386087,0.31007662,0.27973163,0.15860492,0.14828928,0.3203525,0.36586887,0.3039572,1957.2108,1502.7053,0.14929219,0.07751402,27.35054717828914,11.973569758407438,2.432,110.29411764705883,0.0013590184,OAF_moon_sad.wav,1,depressed
-360.20053,90.515915,56.46768,89.90464,15.154792,33.773155,-1.085309,44.78831,-3.2994013,37.63527,-5.5998297,41.558727,-11.828768,36.43478,-17.489359,27.526775,-12.53529,22.336775,-7.3624396,17.326523,-4.11819,18.063936,-2.4867053,10.837675,1.1547356,12.623989,1251.2692083047698,1358.2839029908146,2042.1875,2024.3392054569313,960.1460232035059,643.9566932781877,0.10518229166666666,0.147928968320986,0.27320322,0.31445318,0.2351884,0.25871062,0.23860896,0.3804711,0.325155,0.26597095,0.33152086,0.35344687,0.3002275,0.20345226,1325.2324,1206.3348,0.10705663,0.08752258,27.417631489423492,12.05022850831606,2.391,36.76470588235294,0.025766594,OAF_mop_sad.wav,1,depressed
-351.22467,84.4449,55.069603,95.388374,15.414189,40.391956,-1.4889752,42.46499,-2.6435826,30.676949,-0.91754687,36.03198,-15.770799,32.597355,-21.133417,24.629824,-11.506711,27.48316,-7.1771393,16.993927,-6.0779743,15.840788,-6.518057,13.646481,0.4296321,12.030584,1611.1406792117484,1496.4820477560736,2649.8958333333335,2142.4291717759047,1114.0342121437857,701.1645627611125,0.14371744791666666,0.16949058001913714,0.14989536,0.19657694,0.19341314,0.19510923,0.13027239,0.304883,0.35509422,0.24712123,0.38283658,0.31332037,0.28870168,0.15102501,1586.7739,1328.1531,0.10757338,0.09590892,28.321943306467425,11.643992807039774,2.368,36.76470588235294,0.0035595922,OAF_mouse_sad.wav,1,depressed
-352.17358,119.0031,85.33935,107.99485,17.670195,61.643497,13.196022,43.686638,4.669008,30.446709,-9.287865,42.504124,-17.72608,27.680882,-16.511307,26.587372,-13.39041,25.510036,-14.569148,22.554092,-10.634235,15.904881,-4.471957,14.476817,-1.3331466,13.182346,1184.1600575664222,1387.0744059267572,1813.7637867647059,1912.122277009004,873.6176729101167,521.9247688971033,0.09733312270220588,0.14742656669009216,0.1207764,0.10131837,0.22592449,0.30507874,0.40395725,0.2504585,0.16717567,0.15202875,0.24653895,0.34005523,0.15064803,0.16644762,1266.9359,1112.1555,0.1261691,0.07704757,25.9685962694073,11.584413787333524,2.144,38.265306122448976,0.0010110774,OAF_nag_sad.wav,1,depressed
-355.06747,97.71987,70.65205,87.37491,19.69082,43.047897,18.460968,47.995464,3.220504,29.971083,-10.352717,40.76877,-13.216647,35.818275,-18.550873,28.367207,-13.775778,24.87351,-14.812725,17.305346,-11.429917,16.35073,-6.7266507,13.386902,-0.7265541,15.004088,1166.623648069902,1405.114010902916,1914.6792763157894,1915.126149129282,929.6938408540171,477.0781021859333,0.10413240131578948,0.15196626809817024,0.119908236,0.083131984,0.13513663,0.17558783,0.18854171,0.1937393,0.24184246,0.37563652,0.21931215,0.25208646,0.3391615,0.28545094,1614.5121,1348.2654,0.12653999,0.08880259,28.52201223996389,10.864082023693037,2.416125,34.72222222222222,0.0008910675,OAF_name_sad.wav,1,depressed
-351.48758,88.20211,59.446625,86.72437,17.611233,38.93482,16.123207,45.438824,9.549252,30.264866,-11.493735,40.21456,-18.686327,30.703505,-16.874641,20.306154,-10.961591,20.15139,-13.177279,18.315437,-8.905179,15.207273,-5.172657,12.878752,2.4591987,13.203712,1176.0780652148233,1384.0842969756957,1989.5089285714287,1826.1583618743186,899.2007093972293,504.8669667455074,0.09673549107142858,0.1463536326616382,0.0946942,0.05867687,0.08749267,0.12725109,0.12467922,0.21796225,0.35972154,0.42600212,0.32814202,0.16432421,0.27848107,0.22303678,1308.3943,1199.4451,0.11957892,0.11788586,27.426921067736973,11.203769294126353,2.208,35.37735849056604,0.0009893607,OAF_near_sad.wav,1,depressed
